productid,weight,fat_content,category,outlet_type
108849,16.7,Regular,Frozen Foods,Supermarket Type2
108850,6.885,Regular,Canned,Supermarket Type2
108851,6.715,Regular,Baking Goods,Grocery Store
108852,5.19,Regular,Meat,Supermarket Type1
108853,9.395,Low Fat,Snack Foods,Supermarket Type1
108854,9.695,Regular,Canned,Supermarket Type1
108855,6.695,Low Fat,Starchy Foods,Supermarket Type1
108856,20.35,Low Fat,Snack Foods,Supermarket Type1
108857,6.615,Regular,Canned,Supermarket Type1
108858,7.36,Low Fat,Frozen Foods,Supermarket Type1
108859,9.13,Low Fat,Household,Supermarket Type2
108860,13.35,Low Fat,Breads,Grocery Store
108861,8.355,Low Fat,Canned,Supermarket Type1
108862,19.85,Low Fat,Dairy,Supermarket Type1
108863,18.25,Low Fat,Snack Foods,Supermarket Type1
108864,15.75,Low Fat,Hard Drinks,Supermarket Type1
108865,18,Low Fat,Starchy Foods,Supermarket Type2
108866,7.63,Regular,Snack Foods,Supermarket Type1
108867,10.195,Regular,Meat,Supermarket Type1
108868,11.8,Low Fat,Hard Drinks,Supermarket Type1
108869,10.395,Low Fat,Baking Goods,Supermarket Type1
108870,7.235,Low Fat,Snack Foods,Supermarket Type1
108871,14.85,Low Fat,Household,Supermarket Type2
108872,,Low Fat,Household,Grocery Store
108873,15.85,Low Fat,Breads,Supermarket Type1
108874,20.7,Regular,Frozen Foods,Supermarket Type2
108875,9.395,Low Fat,Snack Foods,Supermarket Type1
108876,13.5,Regular,Fruits and Vegetables,Supermarket Type1
108877,,Regular,Fruits and Vegetables,Supermarket Type3
108878,14.1,Low Fat,Dairy,Supermarket Type1
108879,,Low Fat,Breads,Supermarket Type3
108880,14.15,Low Fat,Canned,Supermarket Type1
108881,9.695,Low Fat,Fruits and Vegetables,Supermarket Type1
108882,4.88,Regular,Baking Goods,Supermarket Type2
108883,10.195,Regular,Dairy,Supermarket Type1
108884,,Low Fat,Meat,Grocery Store
108885,,Low Fat,Household,Grocery Store
108886,,Low Fat,Snack Foods,Grocery Store
108887,15.35,Low Fat,Snack Foods,Supermarket Type1
108888,6.695,Low Fat,Starchy Foods,Supermarket Type1
108889,10,Regular,Snack Foods,Supermarket Type1
108890,8.63,Low Fat,Snack Foods,Supermarket Type1
108891,15,Low Fat,Starchy Foods,Supermarket Type1
108892,20,Regular,Fruits and Vegetables,Supermarket Type2
108893,,Regular,Fruits and Vegetables,Supermarket Type3
108894,9.1,Regular,Frozen Foods,Supermarket Type1
108895,16,Low Fat,Household,Supermarket Type1
108896,15.85,Low Fat,Soft Drinks,Grocery Store
108897,,Low Fat,Baking Goods,Supermarket Type3
108898,19.1,Low Fat,Household,Supermarket Type1
108899,7.27,Regular,Canned,Supermarket Type2
108900,6.59,Low Fat,Household,Supermarket Type1
108901,13.1,Low Fat,Fruits and Vegetables,Supermarket Type2
108902,14.3,Low Fat,Frozen Foods,Supermarket Type1
108903,15.1,Regular,Fruits and Vegetables,Supermarket Type2
108904,5.825,LF,Household,Grocery Store
108905,10.195,reg,Starchy Foods,Supermarket Type2
108906,20.2,Regular,Meat,Supermarket Type1
108907,12.3,Low Fat,Household,Grocery Store
108908,16.75,Regular,Canned,Supermarket Type1
108909,11.1,Low Fat,Fruits and Vegetables,Supermarket Type1
108910,9.195,Regular,Fruits and Vegetables,Supermarket Type1
108911,,Regular,Meat,Supermarket Type3
108912,12.8,Low Fat,Fruits and Vegetables,Supermarket Type1
108913,6.325,Low Fat,Frozen Foods,Supermarket Type1
108914,,LF,Household,Supermarket Type3
108915,6.17,Low Fat,Meat,Supermarket Type2
108916,6.98,Low Fat,Canned,Supermarket Type1
108917,,Low Fat,Household,Supermarket Type3
108918,12.15,Low Fat,Health and Hygiene,Supermarket Type1
108919,9.3,Low Fat,Baking Goods,Supermarket Type1
108920,18,Low Fat,Baking Goods,Supermarket Type1
108921,12.15,reg,Fruits and Vegetables,Supermarket Type1
108922,13.5,reg,Snack Foods,Supermarket Type1
108923,19.35,reg,Baking Goods,Supermarket Type1
108924,8.485,Low Fat,Health and Hygiene,Supermarket Type1
108925,6.3,Low Fat,Canned,Supermarket Type1
108926,20.85,Low Fat,Starchy Foods,Supermarket Type1
108927,15.5,Regular,Frozen Foods,Grocery Store
108928,17,Regular,Canned,Supermarket Type1
108929,,Regular,Starchy Foods,Supermarket Type3
108930,10.5,Regular,Dairy,Supermarket Type1
108931,9.3,Low Fat,Canned,Supermarket Type1
108932,,Low Fat,Baking Goods,Grocery Store
108933,5.615,Low Fat,Health and Hygiene,Supermarket Type1
108934,18,Low Fat,Household,Supermarket Type1
108935,13.35,Regular,Canned,Supermarket Type1
108936,,Low Fat,Meat,Supermarket Type3
108937,7.02,Low Fat,Fruits and Vegetables,Supermarket Type2
108938,20.1,LF,Health and Hygiene,Grocery Store
108939,14.65,Low Fat,Others,Supermarket Type1
108940,7.825,Regular,Frozen Foods,Supermarket Type1
108941,17.35,Low Fat,Frozen Foods,Supermarket Type1
108942,16.35,Low Fat,Household,Supermarket Type2
108943,15.2,Low Fat,Snack Foods,Supermarket Type1
108944,18.7,Low Fat,Frozen Foods,Supermarket Type1
108945,15.2,Low Fat,Snack Foods,Supermarket Type1
108946,17.85,Low Fat,Snack Foods,Supermarket Type1
108947,14.8,Low Fat,Meat,Supermarket Type1
108948,15.85,Low Fat,Breads,Supermarket Type1
108949,,Regular,Breads,Grocery Store
108950,18.85,Low Fat,Hard Drinks,Supermarket Type1
108951,16.7,Regular,Dairy,Grocery Store
108952,20.35,LF,Meat,Supermarket Type1
108953,9.195,Regular,Baking Goods,Grocery Store
108954,15.3,Low Fat,Household,Supermarket Type2
108955,16.5,Low Fat,Health and Hygiene,Supermarket Type1
108956,20.85,Regular,Breads,Grocery Store
108957,,Regular,Snack Foods,Supermarket Type3
108958,10.6,Low Fat,Dairy,Supermarket Type1
108959,5.15,Regular,Meat,Supermarket Type1
108960,12.85,Regular,Fruits and Vegetables,Supermarket Type1
108961,20.25,Low Fat,Household,Supermarket Type1
108962,17.6,Low Fat,Soft Drinks,Supermarket Type1
108963,16.7,Regular,Snack Foods,Grocery Store
108964,15,Low Fat,Starchy Foods,Supermarket Type1
108965,6.63,Regular,Snack Foods,Supermarket Type1
108966,,Regular,Dairy,Supermarket Type3
108967,15.5,Regular,Fruits and Vegetables,Supermarket Type1
108968,,Low Fat,Others,Supermarket Type3
108969,9.895,LF,Soft Drinks,Supermarket Type1
108970,16.25,Low Fat,Household,Supermarket Type1
108971,13.5,Regular,Fruits and Vegetables,Supermarket Type1
108972,17.7,Low Fat,Household,Supermarket Type1
108973,,Low Fat,Fruits and Vegetables,Grocery Store
108974,13.85,Regular,Frozen Foods,Supermarket Type1
108975,6.92,Low Fat,Dairy,Supermarket Type2
108976,11.65,Low Fat,Hard Drinks,Supermarket Type1
108977,11,Regular,Fruits and Vegetables,Supermarket Type2
108978,17.75,Low Fat,Health and Hygiene,Supermarket Type1
108979,5.695,Regular,Breads,Supermarket Type1
108980,17.25,low fat,Dairy,Supermarket Type2
108981,10.5,Regular,Dairy,Grocery Store
108982,16.2,Low Fat,Soft Drinks,Supermarket Type1
108983,17.6,Low Fat,Health and Hygiene,Supermarket Type1
108984,7.31,Low Fat,Snack Foods,Supermarket Type1
108985,14.15,low fat,Starchy Foods,Supermarket Type1
108986,,Low Fat,Snack Foods,Supermarket Type3
108987,7.97,Low Fat,Soft Drinks,Supermarket Type1
108988,9.895,LF,Household,Supermarket Type1
108989,10.695,Regular,Dairy,Supermarket Type1
108990,13.15,Low Fat,Soft Drinks,Supermarket Type1
108991,18.35,Low Fat,Household,Supermarket Type1
108992,15.7,Low Fat,Canned,Supermarket Type1
108993,5.785,Regular,Fruits and Vegetables,Supermarket Type1
108994,19.1,Low Fat,Fruits and Vegetables,Supermarket Type1
108995,,Low Fat,Baking Goods,Supermarket Type3
108996,12.6,Low Fat,Fruits and Vegetables,Supermarket Type1
108997,14.7,Low Fat,Fruits and Vegetables,Supermarket Type1
108998,20.2,Regular,Fruits and Vegetables,Supermarket Type1
108999,14.15,Low Fat,Starchy Foods,Supermarket Type1
109000,,Low Fat,Fruits and Vegetables,Supermarket Type3
109001,,Low Fat,Health and Hygiene,Supermarket Type3
109002,18.2,Low Fat,Snack Foods,Supermarket Type1
109003,,Regular,Snack Foods,Supermarket Type3
109004,12.6,Regular,Dairy,Supermarket Type1
109005,16.2,Low Fat,Canned,Supermarket Type1
109006,13.15,Low Fat,Snack Foods,Supermarket Type1
109007,7.51,Low Fat,Snack Foods,Supermarket Type1
109008,13.85,Regular,Breakfast,Supermarket Type1
109009,9.1,Low Fat,Household,Supermarket Type2
109010,19.85,Low Fat,Fruits and Vegetables,Supermarket Type1
109011,11.6,Regular,Frozen Foods,Supermarket Type1
109012,15.7,Regular,Canned,Supermarket Type2
109013,,Regular,Meat,Supermarket Type3
109014,20.35,Low Fat,Household,Supermarket Type1
109015,10.5,reg,Fruits and Vegetables,Supermarket Type1
109016,7.435,Low Fat,Starchy Foods,Grocery Store
109017,5.655,Low Fat,Fruits and Vegetables,Supermarket Type2
109018,11.1,Low Fat,Fruits and Vegetables,Supermarket Type1
109019,15,Low Fat,Soft Drinks,Supermarket Type1
109020,14.15,Low Fat,Soft Drinks,Supermarket Type1
109021,,Regular,Baking Goods,Grocery Store
109022,12.5,Regular,Fruits and Vegetables,Supermarket Type1
109023,20.35,Low Fat,Snack Foods,Supermarket Type2
109024,8.85,Low Fat,Fruits and Vegetables,Supermarket Type1
109025,7.55,Regular,Fruits and Vegetables,Supermarket Type2
109026,18.7,Low Fat,Fruits and Vegetables,Supermarket Type1
109027,,LF,Fruits and Vegetables,Grocery Store
109028,12.6,Low Fat,Snack Foods,Grocery Store
109029,9.395,Low Fat,Others,Supermarket Type1
109030,7.21,Regular,Snack Foods,Supermarket Type1
109031,18.35,Low Fat,Health and Hygiene,Supermarket Type2
109032,11.3,Regular,Meat,Supermarket Type1
109033,17.25,Low Fat,Frozen Foods,Supermarket Type2
109034,,low fat,Baking Goods,Grocery Store
109035,11.85,Regular,Fruits and Vegetables,Supermarket Type1
109036,9.6,LF,Soft Drinks,Supermarket Type2
109037,12.15,Low Fat,Starchy Foods,Supermarket Type1
109038,17.75,Low Fat,Baking Goods,Supermarket Type1
109039,20.35,Low Fat,Household,Supermarket Type2
109040,8.785,Low Fat,Fruits and Vegetables,Supermarket Type1
109041,,LF,Frozen Foods,Supermarket Type3
109042,6.11,Regular,Fruits and Vegetables,Supermarket Type2
109043,,Low Fat,Health and Hygiene,Supermarket Type3
109044,15.15,Regular,Snack Foods,Supermarket Type1
109045,10.5,Regular,Breads,Supermarket Type1
109046,,Low Fat,Fruits and Vegetables,Supermarket Type3
109047,16.7,reg,Snack Foods,Supermarket Type1
109048,9.035,Regular,Meat,Supermarket Type2
109049,11,Low Fat,Health and Hygiene,Supermarket Type1
109050,11.8,Low Fat,Fruits and Vegetables,Supermarket Type1
109051,10.695,Regular,Dairy,Supermarket Type2
109052,,Regular,Snack Foods,Supermarket Type3
109053,9.105,Low Fat,Household,Supermarket Type1
109054,16.2,Low Fat,Soft Drinks,Supermarket Type1
109055,,Low Fat,Baking Goods,Grocery Store
109056,18.75,Low Fat,Snack Foods,Supermarket Type1
109057,13.3,Low Fat,Frozen Foods,Supermarket Type1
109058,6.425,Low Fat,Canned,Supermarket Type1
109059,16.35,Low Fat,Fruits and Vegetables,Supermarket Type1
109060,19.6,Regular,Frozen Foods,Supermarket Type1
109061,18.2,Low Fat,Snack Foods,Supermarket Type1
109062,19,Low Fat,Snack Foods,Supermarket Type1
109063,11.395,Low Fat,Health and Hygiene,Supermarket Type1
109064,6.635,Regular,Frozen Foods,Supermarket Type1
109065,17.85,Regular,Fruits and Vegetables,Supermarket Type1
109066,14.15,Low Fat,Canned,Supermarket Type1
109067,5.5,Low Fat,Others,Supermarket Type2
109068,8.895,Regular,Frozen Foods,Supermarket Type1
109069,17.7,Regular,Fruits and Vegetables,Grocery Store
109070,,Regular,Baking Goods,Grocery Store
109071,10,Low Fat,Frozen Foods,Supermarket Type2
109072,7.09,Low Fat,Baking Goods,Supermarket Type1
109073,12.15,Regular,Fruits and Vegetables,Supermarket Type1
109074,7.75,Regular,Frozen Foods,Supermarket Type1
109075,,Regular,Fruits and Vegetables,Supermarket Type3
109076,5.03,Low Fat,Household,Supermarket Type1
109077,9.8,Regular,Meat,Supermarket Type1
109078,,Low Fat,Household,Grocery Store
109079,15.85,Low Fat,Canned,Grocery Store
109080,17.7,Regular,Starchy Foods,Supermarket Type1
109081,12.65,Low Fat,Meat,Supermarket Type1
109082,19.6,Low Fat,Health and Hygiene,Supermarket Type2
109083,6.85,LF,Frozen Foods,Supermarket Type1
109084,,Low Fat,Breads,Supermarket Type3
109085,7.09,Low Fat,Baking Goods,Supermarket Type1
109086,6.55,Low Fat,Breads,Supermarket Type1
109087,,Low Fat,Household,Supermarket Type3
109088,19.25,Low Fat,Household,Grocery Store
109089,5.635,Low Fat,Baking Goods,Supermarket Type2
109090,7.035,Low Fat,Frozen Foods,Supermarket Type1
109091,7.72,Regular,Breads,Supermarket Type1
109092,13,Low Fat,Canned,Supermarket Type2
109093,8.51,Low Fat,Household,Supermarket Type1
109094,,Regular,Dairy,Supermarket Type3
109095,9.8,Regular,Snack Foods,Supermarket Type1
109096,19.85,Low Fat,Dairy,Supermarket Type1
109097,12.1,Low Fat,Snack Foods,Grocery Store
109098,15.5,Low Fat,Soft Drinks,Supermarket Type1
109099,9.5,Regular,Snack Foods,Grocery Store
109100,,Regular,Snack Foods,Supermarket Type3
109101,8.155,Low Fat,Meat,Supermarket Type1
109102,8.18,Low Fat,Household,Supermarket Type2
109103,,Low Fat,Canned,Supermarket Type3
109104,19.6,Regular,Snack Foods,Supermarket Type1
109105,20.6,Low Fat,Health and Hygiene,Supermarket Type1
109106,9.695,Low Fat,Health and Hygiene,Supermarket Type1
109107,8.85,Low Fat,Fruits and Vegetables,Supermarket Type1
109108,8.93,LF,Household,Supermarket Type1
109109,17.5,Low Fat,Frozen Foods,Supermarket Type1
109110,16.1,Low Fat,Fruits and Vegetables,Supermarket Type1
109111,13.65,Low Fat,Health and Hygiene,Supermarket Type1
109112,5.425,Regular,Baking Goods,Grocery Store
109113,13.15,Low Fat,Soft Drinks,Supermarket Type1
109114,6.26,Regular,Meat,Supermarket Type1
109115,19.7,Regular,Canned,Supermarket Type1
109116,,Regular,Breakfast,Supermarket Type3
109117,11.8,Low Fat,Soft Drinks,Supermarket Type2
109118,13.85,Low Fat,Soft Drinks,Supermarket Type2
109119,14.35,Low Fat,Baking Goods,Supermarket Type1
109120,,Low Fat,Frozen Foods,Grocery Store
109121,20.7,Regular,Fruits and Vegetables,Supermarket Type1
109122,7.64,Regular,Snack Foods,Supermarket Type1
109123,19.6,Regular,Frozen Foods,Supermarket Type1
109124,18.5,Low Fat,Meat,Supermarket Type1
109125,12.3,Low Fat,Household,Supermarket Type1
109126,12.1,Low Fat,Household,Supermarket Type1
109127,7.21,Regular,Snack Foods,Supermarket Type1
109128,17.6,Regular,Snack Foods,Supermarket Type1
109129,6.135,Regular,Baking Goods,Supermarket Type1
109130,19.6,Low Fat,Household,Supermarket Type1
109131,12.1,Low Fat,Dairy,Supermarket Type1
109132,14.5,Low Fat,Health and Hygiene,Supermarket Type1
109133,8.96,Regular,Fruits and Vegetables,Supermarket Type1
109134,20.7,Low Fat,Canned,Supermarket Type1
109135,7.145,Low Fat,Frozen Foods,Supermarket Type1
109136,9.6,Regular,Snack Foods,Supermarket Type1
109137,14.5,Regular,Snack Foods,Supermarket Type1
109138,,Regular,Frozen Foods,Grocery Store
109139,18.85,Low Fat,Snack Foods,Supermarket Type1
109140,13.8,Low Fat,Dairy,Supermarket Type1
109141,20.35,Regular,Dairy,Supermarket Type1
109142,20.75,Low Fat,Snack Foods,Supermarket Type1
109143,8.185,Low Fat,Fruits and Vegetables,Supermarket Type1
109144,9.395,Low Fat,Snack Foods,Supermarket Type1
109145,7.39,Low Fat,Soft Drinks,Supermarket Type1
109146,16.75,low fat,Snack Foods,Supermarket Type2
109147,9.8,Regular,Baking Goods,Supermarket Type1
109148,15,Low Fat,Health and Hygiene,Supermarket Type1
109149,6.215,Low Fat,Fruits and Vegetables,Supermarket Type2
109150,11.65,Low Fat,Baking Goods,Supermarket Type1
109151,5.51,Low Fat,Health and Hygiene,Supermarket Type1
109152,7.72,Regular,Fruits and Vegetables,Supermarket Type1
109153,16.35,Low Fat,Household,Supermarket Type1
109154,,LF,Baking Goods,Grocery Store
109155,13.8,Regular,Snack Foods,Supermarket Type1
109156,4.905,Low Fat,Canned,Supermarket Type1
109157,16.35,Low Fat,Household,Supermarket Type1
109158,21.25,Low Fat,Snack Foods,Supermarket Type1
109159,15.85,Low Fat,Canned,Supermarket Type1
109160,8.6,reg,Breads,Supermarket Type2
109161,9.13,Low Fat,Household,Supermarket Type1
109162,,Low Fat,Fruits and Vegetables,Supermarket Type3
109163,,Regular,Meat,Grocery Store
109164,,Low Fat,Household,Grocery Store
109165,10.895,Low Fat,Others,Supermarket Type1
109166,9.3,Low Fat,Hard Drinks,Supermarket Type1
109167,17.7,Low Fat,Frozen Foods,Supermarket Type1
109168,9.3,LF,Snack Foods,Grocery Store
109169,4.555,Regular,Frozen Foods,Supermarket Type1
109170,19.2,Low Fat,Others,Supermarket Type1
109171,,reg,Dairy,Supermarket Type3
109172,17.35,Regular,Seafood,Supermarket Type1
109173,12.65,Low Fat,Meat,Supermarket Type2
109174,8,Regular,Breads,Supermarket Type1
109175,17.7,Low Fat,Dairy,Supermarket Type1
109176,14.85,Regular,Dairy,Supermarket Type2
109177,12.15,Low Fat,Health and Hygiene,Grocery Store
109178,15.1,Regular,Snack Foods,Supermarket Type1
109179,12.6,Low Fat,Fruits and Vegetables,Supermarket Type1
109180,16.75,Low Fat,Health and Hygiene,Supermarket Type1
109181,10.8,Low Fat,Fruits and Vegetables,Supermarket Type1
109182,20.2,Low Fat,Household,Supermarket Type1
109183,,Low Fat,Snack Foods,Supermarket Type3
109184,15.2,Low Fat,Snack Foods,Supermarket Type1
109185,7.315,Low Fat,Snack Foods,Supermarket Type1
109186,16.1,Regular,Frozen Foods,Supermarket Type2
109187,,Regular,Dairy,Grocery Store
109188,17.75,Low Fat,Health and Hygiene,Supermarket Type1
109189,17.2,reg,Fruits and Vegetables,Supermarket Type2
109190,6.635,Low Fat,Household,Grocery Store
109191,,Low Fat,Household,Grocery Store
109192,7.52,Low Fat,Fruits and Vegetables,Supermarket Type1
109193,12.15,LF,Starchy Foods,Supermarket Type1
109194,9.195,Regular,Fruits and Vegetables,Supermarket Type2
109195,,Low Fat,Meat,Supermarket Type3
109196,,Low Fat,Household,Supermarket Type3
109197,12.85,Low Fat,Frozen Foods,Supermarket Type1
109198,,Low Fat,Household,Supermarket Type3
109199,7.31,Low Fat,Snack Foods,Supermarket Type1
109200,18.25,Regular,Dairy,Supermarket Type1
109201,9.6,Regular,Snack Foods,Supermarket Type1
109202,10.3,Regular,Fruits and Vegetables,Supermarket Type1
109203,16.7,Low Fat,Fruits and Vegetables,Supermarket Type2
109204,11.15,Regular,Baking Goods,Supermarket Type1
109205,11.85,Regular,Baking Goods,Supermarket Type1
109206,12.6,Low Fat,Seafood,Supermarket Type1
109207,7.855,Regular,Baking Goods,Supermarket Type1
109208,18.35,Regular,Frozen Foods,Supermarket Type1
109209,,Low Fat,Others,Supermarket Type3
109210,12.5,LF,Starchy Foods,Supermarket Type2
109211,17.25,Low Fat,Household,Supermarket Type1
109212,12.1,Low Fat,Canned,Supermarket Type1
109213,16,Regular,Dairy,Supermarket Type1
109214,5.94,Regular,Breads,Supermarket Type1
109215,13.65,Low Fat,Breads,Supermarket Type2
109216,8.88,Low Fat,Household,Supermarket Type1
109217,11.5,Regular,Snack Foods,Grocery Store
109218,7.855,Regular,Baking Goods,Supermarket Type1
109219,8.85,Regular,Soft Drinks,Supermarket Type1
109220,,Low Fat,Hard Drinks,Grocery Store
109221,13.6,Regular,Fruits and Vegetables,Supermarket Type1
109222,8.27,Low Fat,Health and Hygiene,Supermarket Type1
109223,,Low Fat,Snack Foods,Supermarket Type3
109224,9.895,Low Fat,Household,Supermarket Type1
109225,,reg,Frozen Foods,Grocery Store
109226,18.5,Low Fat,Others,Supermarket Type1
109227,21.1,Regular,Breakfast,Supermarket Type2
109228,6.65,Low Fat,Fruits and Vegetables,Supermarket Type1
109229,18.5,Low Fat,Others,Supermarket Type2
109230,,Low Fat,Hard Drinks,Supermarket Type3
109231,13,LF,Household,Supermarket Type1
109232,,Regular,Dairy,Supermarket Type3
109233,15,Low Fat,Breads,Supermarket Type1
109234,13.1,Low Fat,Fruits and Vegetables,Supermarket Type1
109235,11.1,Low Fat,Snack Foods,Supermarket Type2
109236,16.75,Regular,Canned,Grocery Store
109237,7.655,Low Fat,Canned,Supermarket Type1
109238,10.5,Regular,Baking Goods,Supermarket Type1
109239,8.1,Regular,Canned,Supermarket Type2
109240,15.7,Low Fat,Frozen Foods,Supermarket Type1
109241,14.5,Regular,Snack Foods,Supermarket Type1
109242,17.7,Low Fat,Household,Supermarket Type1
109243,7.36,Low Fat,Frozen Foods,Supermarket Type1
109244,18.75,Low Fat,Household,Supermarket Type1
109245,18.2,Regular,Fruits and Vegetables,Supermarket Type2
109246,5.46,Regular,Fruits and Vegetables,Supermarket Type1
109247,15.5,Regular,Fruits and Vegetables,Supermarket Type1
109248,12.85,Low Fat,Frozen Foods,Supermarket Type1
109249,15.25,Low Fat,Snack Foods,Supermarket Type1
109250,8.6,Regular,Breads,Supermarket Type1
109251,7.39,Low Fat,Soft Drinks,Supermarket Type1
109252,9.035,Regular,Meat,Supermarket Type1
109253,11.65,LF,Baking Goods,Supermarket Type1
109254,15.7,Regular,Canned,Supermarket Type1
109255,18,Low Fat,Frozen Foods,Supermarket Type1
109256,,Low Fat,Household,Supermarket Type3
109257,17.75,Low Fat,Dairy,Supermarket Type2
109258,17.1,Regular,Canned,Supermarket Type1
109259,18.2,Low Fat,Health and Hygiene,Supermarket Type1
109260,20.35,Regular,Fruits and Vegetables,Supermarket Type1
109261,15.6,Low Fat,Baking Goods,Supermarket Type1
109262,13.3,reg,Fruits and Vegetables,Supermarket Type2
109263,6.71,Low Fat,Breads,Supermarket Type2
109264,15,Low Fat,Snack Foods,Supermarket Type1
109265,,Low Fat,Canned,Supermarket Type3
109266,9.105,Low Fat,Household,Supermarket Type1
109267,11.8,Low Fat,Hard Drinks,Supermarket Type1
109268,12,Low Fat,Baking Goods,Supermarket Type2
109269,20.7,Low Fat,Fruits and Vegetables,Supermarket Type2
109270,10.3,Regular,Fruits and Vegetables,Supermarket Type1
109271,19.6,Regular,Frozen Foods,Supermarket Type1
109272,6.89,Regular,Snack Foods,Supermarket Type1
109273,16.7,Low Fat,Dairy,Supermarket Type1
109274,13,Regular,Soft Drinks,Supermarket Type1
109275,10.1,Low Fat,Soft Drinks,Supermarket Type1
109276,15.6,Low Fat,Breakfast,Supermarket Type1
109277,7.97,Low Fat,Soft Drinks,Supermarket Type1
109278,,Low Fat,Household,Grocery Store
109279,5.945,Low Fat,Household,Supermarket Type1
109280,20.35,Regular,Fruits and Vegetables,Supermarket Type2
109281,13.5,Regular,Starchy Foods,Supermarket Type1
109282,6.71,reg,Baking Goods,Supermarket Type2
109283,12.15,Low Fat,Breads,Grocery Store
109284,17.7,Regular,Fruits and Vegetables,Supermarket Type1
109285,20.5,Regular,Fruits and Vegetables,Supermarket Type1
109286,19.1,Low Fat,Fruits and Vegetables,Supermarket Type1
109287,12.3,Low Fat,Frozen Foods,Supermarket Type1
109288,8.905,Low Fat,Frozen Foods,Supermarket Type1
109289,14.5,Regular,Canned,Supermarket Type1
109290,8.365,Regular,Fruits and Vegetables,Supermarket Type1
109291,8.51,Low Fat,Household,Supermarket Type1
109292,6.38,Low Fat,Household,Supermarket Type1
109293,,Low Fat,Household,Supermarket Type3
109294,16.7,Regular,Frozen Foods,Supermarket Type1
109295,10,Regular,Frozen Foods,Supermarket Type1
109296,14.5,Regular,Fruits and Vegetables,Supermarket Type1
109297,14.65,Low Fat,Fruits and Vegetables,Supermarket Type1
109298,,Regular,Snack Foods,Supermarket Type3
109299,11.85,Regular,Fruits and Vegetables,Supermarket Type1
109300,19,Low Fat,Household,Supermarket Type1
109301,6.36,Low Fat,Fruits and Vegetables,Supermarket Type1
109302,18.85,LF,Meat,Supermarket Type1
109303,9.6,Low Fat,Household,Supermarket Type2
109304,5.94,Low Fat,Canned,Supermarket Type1
109305,13.5,Low Fat,Soft Drinks,Supermarket Type1
109306,10.85,LF,Household,Grocery Store
109307,15.15,Regular,Frozen Foods,Supermarket Type1
109308,15.6,Regular,Dairy,Supermarket Type2
109309,5.15,Regular,Meat,Supermarket Type1
109310,20.35,Regular,Dairy,Supermarket Type1
109311,8.895,Regular,Baking Goods,Supermarket Type1
109312,21.25,Low Fat,Meat,Supermarket Type2
109313,4.905,Low Fat,Canned,Supermarket Type1
109314,10.895,Regular,Dairy,Supermarket Type1
109315,,Low Fat,Others,Grocery Store
109316,17.75,Regular,Baking Goods,Supermarket Type1
109317,6.8,Low Fat,Baking Goods,Supermarket Type1
109318,10.395,Low Fat,Seafood,Supermarket Type1
109319,14.8,Low Fat,Health and Hygiene,Grocery Store
109320,13.5,Low Fat,Baking Goods,Supermarket Type2
109321,16,Regular,Baking Goods,Supermarket Type1
109322,17.85,Low Fat,Snack Foods,Supermarket Type1
109323,18.7,Low Fat,Baking Goods,Supermarket Type1
109324,18,Low Fat,Health and Hygiene,Supermarket Type1
109325,,Low Fat,Fruits and Vegetables,Grocery Store
109326,5.26,Regular,Baking Goods,Supermarket Type1
109327,6.175,Regular,Meat,Supermarket Type1
109328,5.86,Regular,Meat,Supermarket Type1
109329,,Low Fat,Baking Goods,Supermarket Type3
109330,10.5,Regular,Breads,Supermarket Type1
109331,9.5,Low Fat,Fruits and Vegetables,Supermarket Type2
109332,,Low Fat,Canned,Supermarket Type3
109333,11.8,Regular,Frozen Foods,Supermarket Type1
109334,12.5,Regular,Fruits and Vegetables,Supermarket Type1
109335,19.35,Low Fat,Frozen Foods,Supermarket Type2
109336,20.2,Regular,Baking Goods,Supermarket Type1
109337,20.2,Low Fat,Household,Supermarket Type1
109338,,Low Fat,Canned,Supermarket Type3
109339,6.8,Low Fat,Baking Goods,Supermarket Type1
109340,,Low Fat,Soft Drinks,Supermarket Type3
109341,,Low Fat,Snack Foods,Supermarket Type3
109342,8.43,Low Fat,Household,Supermarket Type1
109343,9.3,Low Fat,Breads,Supermarket Type1
109344,11.35,Regular,Dairy,Supermarket Type1
109345,20.1,LF,Health and Hygiene,Supermarket Type1
109346,11.35,Low Fat,Snack Foods,Grocery Store
109347,,Regular,Frozen Foods,Supermarket Type3
109348,9.8,Low Fat,Health and Hygiene,Supermarket Type1
109349,20.35,Low Fat,Household,Supermarket Type1
109350,18.2,Regular,Baking Goods,Supermarket Type1
109351,18.35,Low Fat,Hard Drinks,Supermarket Type1
109352,12.1,Low Fat,Hard Drinks,Supermarket Type1
109353,10.695,Regular,Breakfast,Supermarket Type1
109354,,Low Fat,Frozen Foods,Supermarket Type3
109355,11.8,Regular,Snack Foods,Supermarket Type1
109356,13.8,Low Fat,Dairy,Supermarket Type1
109357,15,Low Fat,Snack Foods,Supermarket Type2
109358,5.63,Regular,Meat,Supermarket Type1
109359,7.55,Regular,Fruits and Vegetables,Supermarket Type1
109360,18.85,Low Fat,Meat,Supermarket Type1
109361,7.22,Regular,Baking Goods,Supermarket Type1
109362,17.85,Low Fat,Snack Foods,Supermarket Type1
109363,8.895,Low Fat,Breakfast,Supermarket Type1
109364,19.25,Low Fat,Dairy,Supermarket Type1
